Minute,Second,RepeatNumber,Server,TR_IST_AP,flow_or_url,allow_or_src,snat_or_dnat,mac_or_dst,mac_or_request,protocol,sport,dport
2,40,2,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.148:52555,dst=52.97.219.162:443,mac=F4:46:37:8B:43:EA,request:,UNKNOWN,https://outlook.office365.com/...,0
2,40,2,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.148:52554,dst=52.97.219.162:443,mac=F4:46:37:8B:43:EA,request:,UNKNOWN,https://outlook.office365.com/...,0
2,45,2,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.148:52558,dst=170.114.10.236:443,mac=F4:46:37:8B:43:EA,request:,UNKNOWN,https://us02www3.zoom.us/...,0
2,54,1,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.148:52559,dst=20.50.201.195:443,mac=F4:46:37:8B:43:EA,request:,UNKNOWN,https://eu-v20.events.data.microsoft.com/...,0
3,16,1,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.148:52561,dst=104.117.193.181:443,mac=F4:46:37:8B:43:EA,request:,UNKNOWN,https://go.microsoft.com/...,0
3,17,2,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.148:52562,dst=104.79.89.142:443,mac=F4:46:37:8B:43:EA,request:,UNKNOWN,https://www.microsoft.com/...,0
3,37,1,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.148:52566,dst=192.111.5.2:443,mac=F4:46:37:8B:43:EA,request:,UNKNOWN,https://cloud-ec-asn.eu.amp.cisco.com/...,0
3,38,2,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.148:52567,dst=52.98.171.226:443,mac=F4:46:37:8B:43:EA,request:,UNKNOWN,https://substrate.office.com/...,0
3,38,2,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.148:52568,dst=20.52.64.201:443,mac=F4:46:37:8B:43:EA,request:,UNKNOWN,https://mobile.pipe.aria.microsoft.com/...,0
3,39,1,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.148:52569,dst=20.52.64.201:443,mac=F4:46:37:8B:43:EA,request:,UNKNOWN,https://mobile.pipe.aria.microsoft.com/...,0
4,28,3,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.148:52574,dst=52.97.219.162:443,mac=F4:46:37:8B:43:EA,request:,UNKNOWN,https://outlook.office365.com/...,0
4,29,8,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.148:52575,dst=13.69.239.72:443,mac=F4:46:37:8B:43:EA,request:,UNKNOWN,https://eu-v20.events.data.microsoft.com/...,0
4,44,2,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.148:52579,dst=52.16.166.193:443,mac=F4:46:37:8B:43:EA,request:,UNKNOWN,https://cloud-ec-asn.eu.amp.cisco.com/...,0
4,45,1,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.148:52580,dst=136.143.191.156:443,mac=F4:46:37:8B:43:EA,request:,UNKNOWN,https://desktopcentral.manageengine.com/...,0
4,50,1,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.148:52581,dst=52.178.17.3:443,mac=F4:46:37:8B:43:EA,request:,UNKNOWN,https://eu-v10.events.data.microsoft.com/...,0
4,53,3,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.148:52582,dst=137.135.216.188:443,mac=F4:46:37:8B:43:EA,request:,UNKNOWN,https://winatp-gw-neu.microsoft.com/...,0
4,57,1,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.148:52584,dst=52.113.194.132:443,mac=F4:46:37:8B:43:EA,request:,UNKNOWN,https://teams.microsoft.com/...,0
5,15,2,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.148:52585,dst=52.97.219.162:443,mac=F4:46:37:8B:43:EA,request:,UNKNOWN,https://outlook.office365.com/...,0
5,15,2,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.148:52586,dst=52.97.219.162:443,mac=F4:46:37:8B:43:EA,request:,UNKNOWN,https://outlook.office365.com/...,0
5,17,1,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.148:52587,dst=13.69.239.74:443,mac=F4:46:37:8B:43:EA,request:,UNKNOWN,https://eu-v20.events.data.microsoft.com/...,0
5,56,2,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.148:52592,dst=52.113.194.132:443,mac=F4:46:37:8B:43:EA,request:,UNKNOWN,https://config.teams.microsoft.com/...,0
5,59,3,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.148:52593,dst=52.114.92.147:443,mac=F4:46:37:8B:43:EA,request:,UNKNOWN,https://presence.teams.microsoft.com/...,0
7,15,1,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.148:52598,dst=52.98.213.162:443,mac=F4:46:37:8B:43:EA,request:,UNKNOWN,https://outlook.office365.com/...,0
7,55,2,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.148:52602,dst=20.50.73.9:443,mac=F4:46:37:8B:43:EA,request:,UNKNOWN,https://eu-v20.events.data.microsoft.com/...,0
9,39,4,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.148:52608,dst=137.135.216.188:443,mac=F4:46:37:8B:43:EA,request:,UNKNOWN,https://winatp-gw-neu.microsoft.com/...,0
9,39,4,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.148:52611,dst=192.111.5.2:443,mac=F4:46:37:8B:43:EA,request:,UNKNOWN,https://cloud-ec-asn.eu.amp.cisco.com/...,0
9,39,4,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.148:52612,dst=52.97.137.210:443,mac=F4:46:37:8B:43:EA,request:,UNKNOWN,https://outlook.office365.com/...,0
9,41,1,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.148:52615,dst=13.107.6.158:443,mac=F4:46:37:8B:43:EA,request:,UNKNOWN,https://core.bdec.microsoft.com/...,0
9,49,2,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.148:52616,dst=146.112.62.20:443,mac=F4:46:37:8B:43:EA,request:,UNKNOWN,https://ipl.opendns.com/...,0
9,49,2,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.148:52617,dst=146.112.62.20:443,mac=F4:46:37:8B:43:EA,request:,UNKNOWN,https://ipl.opendns.com/...,0
9,50,2,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.148:52618,dst=20.50.80.209:443,mac=F4:46:37:8B:43:EA,request:,UNKNOWN,https://eu-v10.events.data.microsoft.com/...,0
9,53,4,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.148:52619,dst=137.135.216.188:443,mac=F4:46:37:8B:43:EA,request:,UNKNOWN,https://winatp-gw-neu.microsoft.com/...,0
9,58,3,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.148:52621,dst=20.50.80.209:443,mac=F4:46:37:8B:43:EA,request:,UNKNOWN,https://eu-v20.events.data.microsoft.com/...,0
10,54,1,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.148:52626,dst=192.111.5.2:443,mac=F4:46:37:8B:43:EA,request:,UNKNOWN,https://cloud-ec-asn.eu.amp.cisco.com/...,0
11,11,4,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.148:52630,dst=52.113.194.132:443,mac=F4:46:37:8B:43:EA,request:,UNKNOWN,https://ecs.office.com/...,0
11,11,4,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.148:52629,dst=52.113.194.132:443,mac=F4:46:37:8B:43:EA,request:,UNKNOWN,https://ecs.office.com/...,0
11,12,6,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.148:52631,dst=52.113.194.132:443,mac=F4:46:37:8B:43:EA,request:,UNKNOWN,https://ecs.office.com/...,0
11,12,6,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.148:52632,dst=52.113.194.132:443,mac=F4:46:37:8B:43:EA,request:,UNKNOWN,https://ecs.office.com/...,0
11,12,6,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.148:52633,dst=52.113.194.132:443,mac=F4:46:37:8B:43:EA,request:,UNKNOWN,https://ecs.office.com/...,0
11,12,6,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.148:52634,dst=52.113.194.132:443,mac=F4:46:37:8B:43:EA,request:,UNKNOWN,https://ecs.office.com/...,0
11,46,2,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.148:52639,dst=20.190.159.4:443,mac=F4:46:37:8B:43:EA,request:,UNKNOWN,https://login.microsoftonline.com/...,0
11,46,2,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.148:52642,dst=192.111.5.0:443,mac=F4:46:37:8B:43:EA,request:,UNKNOWN,https://cloud-ec-asn.eu.amp.cisco.com/...,0
11,47,5,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.148:52643,dst=13.107.6.158:443,mac=F4:46:37:8B:43:EA,request:,UNKNOWN,https://business.bing.com/...,0
11,58,1,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.148:52645,dst=13.69.239.73:443,mac=F4:46:37:8B:43:EA,request:,UNKNOWN,https://eu-v20.events.data.microsoft.com/...,0
12,1,3,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.148:52646,dst=20.86.249.62:443,mac=F4:46:37:8B:43:EA,request:,UNKNOWN,https://europe.smartscreen-prod.microsoft.com/...,0
12,1,3,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.148:52648,dst=20.86.249.62:443,mac=F4:46:37:8B:43:EA,request:,UNKNOWN,https://europe.smartscreen-prod.microsoft.com/...,0
12,1,3,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.148:52647,dst=20.86.249.62:443,mac=F4:46:37:8B:43:EA,request:,UNKNOWN,https://europe.smartscreen-prod.microsoft.com/...,0
12,16,1,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.148:52652,dst=20.86.249.62:443,mac=F4:46:37:8B:43:EA,request:,UNKNOWN,https://europe.smartscreen-prod.microsoft.com/...,0
12,17,2,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.148:52657,dst=20.86.249.62:443,mac=F4:46:37:8B:43:EA,request:,UNKNOWN,https://europe.smartscreen-prod.microsoft.com/...,0
12,17,2,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.148:52658,dst=20.86.249.62:443,mac=F4:46:37:8B:43:EA,request:,UNKNOWN,https://europe.smartscreen-prod.microsoft.com/...,0
13,13,3,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.148:52664,dst=52.97.147.2:443,mac=F4:46:37:8B:43:EA,request:,UNKNOWN,https://outlook.office365.com/...,0
13,13,3,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.148:52662,dst=52.97.147.2:443,mac=F4:46:37:8B:43:EA,request:,UNKNOWN,https://outlook.office365.com/...,0
13,13,3,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.148:52663,dst=52.97.147.2:443,mac=F4:46:37:8B:43:EA,request:,UNKNOWN,https://outlook.office365.com/...,0
13,17,3,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.148:52665,dst=23.62.197.99:443,mac=F4:46:37:8B:43:EA,request:,UNKNOWN,https://go.microsoft.com/...,0
13,17,3,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.148:52666,dst=23.200.213.221:443,mac=F4:46:37:8B:43:EA,request:,UNKNOWN,https://www.microsoft.com/...,0
13,59,2,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.148:52671,dst=20.50.201.195:443,mac=F4:46:37:8B:43:EA,request:,UNKNOWN,https://eu-v20.events.data.microsoft.com/...,0
13,59,2,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.148:52672,dst=52.112.190.29:443,mac=F4:46:37:8B:43:EA,request:,UNKNOWN,https://presence.teams.microsoft.com/...,0
14,50,3,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.148:52675,dst=20.50.80.209:443,mac=F4:46:37:8B:43:EA,request:,UNKNOWN,https://eu-v10.events.data.microsoft.com/...,0
14,53,2,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.148:52679,dst=137.135.216.188:443,mac=F4:46:37:8B:43:EA,request:,UNKNOWN,https://winatp-gw-neu.microsoft.com/...,0
14,54,1,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.148:52680,dst=192.111.5.2:443,mac=F4:46:37:8B:43:EA,request:,UNKNOWN,https://cloud-ec-asn.eu.amp.cisco.com/...,0
15,59,2,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.148:52685,dst=20.50.201.195:443,mac=F4:46:37:8B:43:EA,request:,UNKNOWN,https://eu-v20.events.data.microsoft.com/...,0
16,14,2,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.148:52687,dst=20.190.159.19:443,mac=F4:46:37:8B:43:EA,request:,UNKNOWN,https://login.microsoftonline.com/...,0
16,14,2,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.148:52690,dst=192.111.5.1:443,mac=F4:46:37:8B:43:EA,request:,UNKNOWN,https://cloud-ec-asn.eu.amp.cisco.com/...,0
16,15,1,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.148:52692,dst=20.190.159.19:443,mac=F4:46:37:8B:43:EA,request:,UNKNOWN,https://login.microsoftonline.com/...,0
16,16,2,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.148:52693,dst=40.126.32.161:443,mac=F4:46:37:8B:43:EA,request:,UNKNOWN,https://graph.microsoft.com/...,0
16,17,2,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.148:52694,dst=40.90.136.179:443,mac=F4:46:37:8B:43:EA,request:,UNKNOWN,https://storage.live.com/...,0
16,17,2,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.148:52695,dst=20.150.77.36:443,mac=F4:46:37:8B:43:EA,request:,UNKNOWN,https://onedriveclubproddm20048.blob.core.windows.net/...,0
