Minute,Second,RepeatNumber,Server,TR_IST_AP,flow_or_url,allow_or_src,snat_or_dnat,mac_or_dst,mac_or_request,protocol,sport,dport
5,25,4,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.166:64841,dst=209.206.57.136:443,mac=F4:46:37:8B:5E:7F,request:,UNKNOWN,https://n57.network-auth.com/...,0
5,25,4,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.166:64840,dst=23.55.161.142:80,mac=F4:46:37:8B:5E:7F,agent='Microsoft-CryptoAPI/10.0',request:,GET,http://ctldl.windowsupdate.com/msdownload/update/v3/static/trustedr/en/pinrulesstl.cab?9e9a0580370f7469
5,50,4,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.166:64855,dst=146.112.255.155:443,mac=F4:46:37:8B:5E:7F,request:,UNKNOWN,https://api.opendns.com/...,0
5,50,4,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.166:64856,dst=146.112.255.155:443,mac=F4:46:37:8B:5E:7F,request:,UNKNOWN,https://api.opendns.com/...,0
5,50,4,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.166:64857,dst=146.112.255.155:443,mac=F4:46:37:8B:5E:7F,request:,UNKNOWN,https://api.opendns.com/...,0
5,50,4,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.166:64858,dst=146.112.255.155:443,mac=F4:46:37:8B:5E:7F,request:,UNKNOWN,https://api.opendns.com/...,0
6,15,1,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.166:64861,dst=136.143.189.136:443,mac=F4:46:37:8B:5E:7F,request:,UNKNOWN,https://us4-dms.zoho.com/...,0
6,25,1,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.166:64864,dst=8.247.201.254:80,mac=F4:46:37:8B:5E:7F,agent='Microsoft-CryptoAPI/10.0',request:,GET,http://ctldl.windowsupdate.com/msdownload/update/v3/static/trustedr/en/disallowedcertstl.cab?8460b07674030eeb
6,26,2,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.166:64865,dst=209.206.57.136:443,mac=F4:46:37:8B:5E:7F,request:,UNKNOWN,https://n57.network-auth.com/...,0
6,26,2,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.166:64864,dst=8.247.201.254:80,mac=F4:46:37:8B:5E:7F,agent='Microsoft-CryptoAPI/10.0',request:,GET,http://ctldl.windowsupdate.com/msdownload/update/v3/static/trustedr/en/pinrulesstl.cab?4284ddaf949c072e
6,34,1,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.166:64866,dst=146.112.255.155:443,mac=F4:46:37:8B:5E:7F,request:,UNKNOWN,https://api.opendns.com/...,0
6,35,5,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.166:64867,dst=146.112.255.155:443,mac=F4:46:37:8B:5E:7F,request:,UNKNOWN,https://api.opendns.com/...,0
6,35,5,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.166:64868,dst=146.112.255.155:443,mac=F4:46:37:8B:5E:7F,request:,UNKNOWN,https://api.opendns.com/...,0
6,35,5,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.166:64869,dst=146.112.255.155:443,mac=F4:46:37:8B:5E:7F,request:,UNKNOWN,https://api.opendns.com/...,0
6,46,2,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.166:64870,dst=146.112.255.155:443,mac=F4:46:37:8B:5E:7F,request:,UNKNOWN,https://api.opendns.com/...,0
6,46,2,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.166:64871,dst=146.112.255.155:443,mac=F4:46:37:8B:5E:7F,request:,UNKNOWN,https://api.opendns.com/...,0
6,47,2,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.166:64872,dst=146.112.255.155:443,mac=F4:46:37:8B:5E:7F,request:,UNKNOWN,https://api.opendns.com/...,0
6,47,2,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.166:64873,dst=146.112.255.155:443,mac=F4:46:37:8B:5E:7F,request:,UNKNOWN,https://api.opendns.com/...,0
6,49,5,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.166:64874,dst=146.112.255.155:443,mac=F4:46:37:8B:5E:7F,request:,UNKNOWN,https://api.opendns.com/...,0
6,49,5,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.166:64875,dst=146.112.255.155:443,mac=F4:46:37:8B:5E:7F,request:,UNKNOWN,https://api.opendns.com/...,0
6,49,5,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.166:64876,dst=146.112.255.155:443,mac=F4:46:37:8B:5E:7F,request:,UNKNOWN,https://api.opendns.com/...,0
6,49,5,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.166:64877,dst=146.112.255.155:443,mac=F4:46:37:8B:5E:7F,request:,UNKNOWN,https://api.opendns.com/...,0
7,30,5,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.166:64882,dst=146.112.255.155:443,mac=F4:46:37:8B:5E:7F,request:,UNKNOWN,https://api.opendns.com/...,0
7,30,5,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.166:64883,dst=146.112.255.155:443,mac=F4:46:37:8B:5E:7F,request:,UNKNOWN,https://api.opendns.com/...,0
7,30,5,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.166:64884,dst=146.112.255.155:443,mac=F4:46:37:8B:5E:7F,request:,UNKNOWN,https://api.opendns.com/...,0
7,30,5,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.166:64885,dst=146.112.255.155:443,mac=F4:46:37:8B:5E:7F,request:,UNKNOWN,https://api.opendns.com/...,0
7,31,5,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.166:64886,dst=146.112.255.155:443,mac=F4:46:37:8B:5E:7F,request:,UNKNOWN,https://api.opendns.com/...,0
7,31,5,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.166:64887,dst=146.112.255.155:443,mac=F4:46:37:8B:5E:7F,request:,UNKNOWN,https://api.opendns.com/...,0
7,31,5,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.166:64888,dst=146.112.255.155:443,mac=F4:46:37:8B:5E:7F,request:,UNKNOWN,https://api.opendns.com/...,0
7,31,5,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.166:64889,dst=146.112.255.155:443,mac=F4:46:37:8B:5E:7F,request:,UNKNOWN,https://api.opendns.com/...,0
7,35,1,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.166:64892,dst=192.111.5.2:443,mac=F4:46:37:8B:5E:7F,request:,UNKNOWN,https://cloud-ec-asn.eu.amp.cisco.com/...,0
7,50,1,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.166:64898,dst=146.112.255.155:443,mac=F4:46:37:8B:5E:7F,request:,UNKNOWN,https://api.opendns.com/...,0
7,51,4,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.166:64899,dst=146.112.255.155:443,mac=F4:46:37:8B:5E:7F,request:,UNKNOWN,https://api.opendns.com/...,0
7,51,4,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.166:64900,dst=146.112.255.155:443,mac=F4:46:37:8B:5E:7F,request:,UNKNOWN,https://api.opendns.com/...,0
7,51,4,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.166:64901,dst=146.112.255.155:443,mac=F4:46:37:8B:5E:7F,request:,UNKNOWN,https://api.opendns.com/...,0
7,52,3,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.166:64902,dst=10.5.0.40:443,mac=F4:46:37:8B:5E:7F,request:,UNKNOWN,https://*.multi.eu/...,0
7,52,3,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.166:64903,dst=192.124.249.22:80,mac=F4:46:37:8B:5E:7F,agent='Microsoft-CryptoAPI/10.0',request:,GET,http://ocsp.godaddy.com//MEIwQDA%2BMDwwOjAJBgUrDgMCGgUABBQdI2%2BOBkuXH93foRUj4a7lAr4rGwQUOpqFBxBnKLbv9r0FQW4gwZTaD94CAQc%3D
7,52,3,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.166:64904,dst=209.206.57.136:443,mac=F4:46:37:8B:5E:7F,request:,UNKNOWN,https://n57.network-auth.com/...,0
7,53,5,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.166:64905,dst=192.124.249.31:80,mac=F4:46:37:8B:5E:7F,agent='Microsoft-CryptoAPI/10.0',request:,GET,http://crl.godaddy.com/gdroot-g2.crl
7,53,5,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.166:64903,dst=192.124.249.22:80,mac=F4:46:37:8B:5E:7F,agent='Microsoft-CryptoAPI/10.0',request:,GET,http://ocsp.godaddy.com//MEkwRzBFMEMwQTAJBgUrDgMCGgUABBS2CA1fbGt26xPkOKX4ZguoUjM0TgQUQMK9J47MNIMwojPX%2B2yz8LQsgM4CCEP%2BuwIgb%2Ftk
7,53,5,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.166:64905,dst=192.124.249.31:80,mac=F4:46:37:8B:5E:7F,agent='Microsoft-CryptoAPI/10.0',request:,GET,http://crl.godaddy.com/gdig2s1-3686.crl
7,53,5,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.166:64906,dst=10.5.0.40:443,mac=F4:46:37:8B:5E:7F,request:,UNKNOWN,https://*.multi.eu/...,0
8,48,3,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.166:64912,dst=146.112.255.155:443,mac=F4:46:37:8B:5E:7F,request:,UNKNOWN,https://api.opendns.com/...,0
8,48,3,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.166:64913,dst=146.112.255.155:443,mac=F4:46:37:8B:5E:7F,request:,UNKNOWN,https://api.opendns.com/...,0
8,48,3,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.166:64914,dst=146.112.255.155:443,mac=F4:46:37:8B:5E:7F,request:,UNKNOWN,https://api.opendns.com/...,0
8,49,2,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.166:64915,dst=146.112.255.155:443,mac=F4:46:37:8B:5E:7F,request:,UNKNOWN,https://api.opendns.com/...,0
9,25,3,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.166:64920,dst=20.50.201.200:443,mac=F4:46:37:8B:5E:7F,request:,UNKNOWN,https://eu-v10.events.data.microsoft.com/...,0
9,25,3,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.166:64921,dst=146.112.255.155:443,mac=F4:46:37:8B:5E:7F,request:,UNKNOWN,https://api.opendns.com/...,0
9,26,3,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.166:64922,dst=146.112.255.155:443,mac=F4:46:37:8B:5E:7F,request:,UNKNOWN,https://api.opendns.com/...,0
9,26,3,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.166:64923,dst=146.112.255.155:443,mac=F4:46:37:8B:5E:7F,request:,UNKNOWN,https://api.opendns.com/...,0
9,26,3,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.166:64924,dst=146.112.255.155:443,mac=F4:46:37:8B:5E:7F,request:,UNKNOWN,https://api.opendns.com/...,0
10,23,5,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.166:64927,dst=146.112.255.155:443,mac=F4:46:37:8B:5E:7F,request:,UNKNOWN,https://api.opendns.com/...,0
10,23,5,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.166:64928,dst=146.112.255.155:443,mac=F4:46:37:8B:5E:7F,request:,UNKNOWN,https://api.opendns.com/...,0
10,23,5,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.166:64929,dst=146.112.255.155:443,mac=F4:46:37:8B:5E:7F,request:,UNKNOWN,https://api.opendns.com/...,0
10,23,5,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.166:64930,dst=146.112.255.155:443,mac=F4:46:37:8B:5E:7F,request:,UNKNOWN,https://api.opendns.com/...,0
10,50,1,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.166:64933,dst=146.112.255.155:443,mac=F4:46:37:8B:5E:7F,request:,UNKNOWN,https://api.opendns.com/...,0
10,51,3,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.166:64934,dst=146.112.255.155:443,mac=F4:46:37:8B:5E:7F,request:,UNKNOWN,https://api.opendns.com/...,0
10,51,3,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.166:64935,dst=146.112.255.155:443,mac=F4:46:37:8B:5E:7F,request:,UNKNOWN,https://api.opendns.com/...,0
10,51,3,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.166:64936,dst=146.112.255.155:443,mac=F4:46:37:8B:5E:7F,request:,UNKNOWN,https://api.opendns.com/...,0
11,27,3,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.166:64940,dst=23.55.161.142:80,mac=F4:46:37:8B:5E:7F,agent='Microsoft-CryptoAPI/10.0',request:,GET,http://ctldl.windowsupdate.com/msdownload/update/v3/static/trustedr/en/disallowedcertstl.cab?9763dc107ae4f598
11,27,3,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.166:64941,dst=209.206.57.136:443,mac=F4:46:37:8B:5E:7F,request:,UNKNOWN,https://n57.network-auth.com/...,0
11,27,3,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.166:64940,dst=23.55.161.142:80,mac=F4:46:37:8B:5E:7F,agent='Microsoft-CryptoAPI/10.0',request:,GET,http://ctldl.windowsupdate.com/msdownload/update/v3/static/trustedr/en/pinrulesstl.cab?f548eaf60774a7c2
11,35,7,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.166:64943,dst=146.112.255.155:443,mac=F4:46:37:8B:5E:7F,request:,UNKNOWN,https://api.opendns.com/...,0
11,35,7,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.166:64944,dst=146.112.255.155:443,mac=F4:46:37:8B:5E:7F,request:,UNKNOWN,https://api.opendns.com/...,0
11,35,7,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.166:64945,dst=146.112.255.155:443,mac=F4:46:37:8B:5E:7F,request:,UNKNOWN,https://api.opendns.com/...,0
11,35,7,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.166:64946,dst=146.112.255.155:443,mac=F4:46:37:8B:5E:7F,request:,UNKNOWN,https://api.opendns.com/...,0
11,47,5,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.166:64947,dst=146.112.255.155:443,mac=F4:46:37:8B:5E:7F,request:,UNKNOWN,https://api.opendns.com/...,0
11,47,5,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.166:64948,dst=146.112.255.155:443,mac=F4:46:37:8B:5E:7F,request:,UNKNOWN,https://api.opendns.com/...,0
11,47,5,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.166:64949,dst=146.112.255.155:443,mac=F4:46:37:8B:5E:7F,request:,UNKNOWN,https://api.opendns.com/...,0
11,47,5,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.166:64950,dst=146.112.255.155:443,mac=F4:46:37:8B:5E:7F,request:,UNKNOWN,https://api.opendns.com/...,0
11,50,4,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.166:64951,dst=146.112.255.155:443,mac=F4:46:37:8B:5E:7F,request:,UNKNOWN,https://api.opendns.com/...,0
11,50,4,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.166:64952,dst=146.112.255.155:443,mac=F4:46:37:8B:5E:7F,request:,UNKNOWN,https://api.opendns.com/...,0
11,50,4,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.166:64953,dst=146.112.255.155:443,mac=F4:46:37:8B:5E:7F,request:,UNKNOWN,https://api.opendns.com/...,0
11,50,4,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.166:64954,dst=146.112.255.155:443,mac=F4:46:37:8B:5E:7F,request:,UNKNOWN,https://api.opendns.com/...,0
12,31,7,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.166:64959,dst=146.112.255.155:443,mac=F4:46:37:8B:5E:7F,request:,UNKNOWN,https://api.opendns.com/...,0
12,31,7,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.166:64960,dst=146.112.255.155:443,mac=F4:46:37:8B:5E:7F,request:,UNKNOWN,https://api.opendns.com/...,0
12,31,7,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.166:64961,dst=146.112.255.155:443,mac=F4:46:37:8B:5E:7F,request:,UNKNOWN,https://api.opendns.com/...,0
12,31,7,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.166:64962,dst=146.112.255.155:443,mac=F4:46:37:8B:5E:7F,request:,UNKNOWN,https://api.opendns.com/...,0
12,31,7,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.166:64963,dst=146.112.255.155:443,mac=F4:46:37:8B:5E:7F,request:,UNKNOWN,https://api.opendns.com/...,0
12,31,7,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.166:64964,dst=146.112.255.155:443,mac=F4:46:37:8B:5E:7F,request:,UNKNOWN,https://api.opendns.com/...,0
12,32,2,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.166:64965,dst=146.112.255.155:443,mac=F4:46:37:8B:5E:7F,request:,UNKNOWN,https://api.opendns.com/...,0
12,32,2,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.166:64966,dst=146.112.255.155:443,mac=F4:46:37:8B:5E:7F,request:,UNKNOWN,https://api.opendns.com/...,0
12,51,4,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.166:64967,dst=146.112.255.155:443,mac=F4:46:37:8B:5E:7F,request:,UNKNOWN,https://api.opendns.com/...,0
12,51,4,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.166:64968,dst=146.112.255.155:443,mac=F4:46:37:8B:5E:7F,request:,UNKNOWN,https://api.opendns.com/...,0
12,51,4,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.166:64969,dst=146.112.255.155:443,mac=F4:46:37:8B:5E:7F,request:,UNKNOWN,https://api.opendns.com/...,0
12,51,4,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.166:64970,dst=146.112.255.155:443,mac=F4:46:37:8B:5E:7F,request:,UNKNOWN,https://api.opendns.com/...,0
13,49,4,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.166:64975,dst=146.112.255.155:443,mac=F4:46:37:8B:5E:7F,request:,UNKNOWN,https://api.opendns.com/...,0
13,49,4,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.166:64976,dst=146.112.255.155:443,mac=F4:46:37:8B:5E:7F,request:,UNKNOWN,https://api.opendns.com/...,0
13,49,4,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.166:64977,dst=146.112.255.155:443,mac=F4:46:37:8B:5E:7F,request:,UNKNOWN,https://api.opendns.com/...,0
13,49,4,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.166:64978,dst=146.112.255.155:443,mac=F4:46:37:8B:5E:7F,request:,UNKNOWN,https://api.opendns.com/...,0
14,25,1,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.166:64981,dst=20.50.80.209:443,mac=F4:46:37:8B:5E:7F,request:,UNKNOWN,https://eu-v10.events.data.microsoft.com/...,0
14,26,4,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.166:64982,dst=146.112.255.155:443,mac=F4:46:37:8B:5E:7F,request:,UNKNOWN,https://api.opendns.com/...,0
14,26,4,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.166:64983,dst=146.112.255.155:443,mac=F4:46:37:8B:5E:7F,request:,UNKNOWN,https://api.opendns.com/...,0
14,26,4,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.166:64984,dst=146.112.255.155:443,mac=F4:46:37:8B:5E:7F,request:,UNKNOWN,https://api.opendns.com/...,0
14,26,4,server-176.53.2.142.as42926.net,TR_IST_AP_4,urls,src=172.19.0.166:64985,dst=146.112.255.155:443,mac=F4:46:37:8B:5E:7F,request:,UNKNOWN,https://api.opendns.com/...,0
