Minute,Second,RepeatNumber,Server,TR_IST_AP,flow_or_url,allow_or_src,snat_or_dnat,mac_or_dst,mac_or_request,protocol,sport,dport,NumberEntryToSite
19,1,4,195.175.205.46.static.turktelekom.com.tr,2_A3,urls,src=192.168.151.4:49164,dst=108.177.126.109:993,mac=20:3C:AE:E3:37:D0,request:,UNKNOWN,https://imap.gmail.com/...,0,4
19,22,1,195.175.205.46.static.turktelekom.com.tr,2_A3,urls,src=192.168.151.4:49168,dst=108.177.126.108:993,mac=20:3C:AE:E3:37:D0,request:,UNKNOWN,https://imap.gmail.com/...,0,4
19,27,5,195.175.205.46.static.turktelekom.com.tr,2_A3,urls,src=192.168.151.4:49170,dst=108.177.126.108:993,mac=20:3C:AE:E3:37:D0,request:,UNKNOWN,https://imap.gmail.com/...,0,4
19,30,2,195.175.205.46.static.turktelekom.com.tr,2_A3,urls,src=192.168.151.4:49171,dst=108.177.126.108:993,mac=20:3C:AE:E3:37:D0,request:,UNKNOWN,https://imap.gmail.com/...,0,4
19,1,4,195.175.205.46.static.turktelekom.com.tr,2_A3,urls,src=192.168.151.4:60481,dst=2.17.229.185:443,mac=20:3C:AE:E3:37:D0,request:,UNKNOWN,https://cl5.apple.com/...,0,1
19,1,4,195.175.205.46.static.turktelekom.com.tr,2_A3,urls,src=192.168.151.4:60483,dst=2.17.229.185:443,mac=20:3C:AE:E3:37:D0,request:,UNKNOWN,https://cl1.apple.com/...,0,6
19,1,4,195.175.205.46.static.turktelekom.com.tr,2_A3,urls,src=192.168.151.4:60484,dst=2.17.229.185:443,mac=20:3C:AE:E3:37:D0,request:,UNKNOWN,https://cl1.apple.com/...,0,6
19,25,3,195.175.205.46.static.turktelekom.com.tr,2_A3,urls,src=192.168.151.4:60502,dst=2.17.229.185:443,mac=20:3C:AE:E3:37:D0,request:,UNKNOWN,https://cl1.apple.com/...,0,6
19,32,5,195.175.205.46.static.turktelekom.com.tr,2_A3,urls,src=192.168.151.4:60506,dst=2.17.229.185:443,mac=20:3C:AE:E3:37:D0,request:,UNKNOWN,https://cl1.apple.com/...,0,6
19,32,5,195.175.205.46.static.turktelekom.com.tr,2_A3,urls,src=192.168.151.4:60507,dst=2.17.229.185:443,mac=20:3C:AE:E3:37:D0,request:,UNKNOWN,https://cl1.apple.com/...,0,6
19,51,1,195.175.205.46.static.turktelekom.com.tr,2_A3,urls,src=192.168.151.4:60518,dst=2.17.229.185:443,mac=20:3C:AE:E3:37:D0,request:,UNKNOWN,https://cl1.apple.com/...,0,6
19,2,2,195.175.205.46.static.turktelekom.com.tr,2_A3,urls,src=192.168.151.4:60482,dst=17.242.184.19:443,mac=20:3C:AE:E3:37:D0,request:,UNKNOWN,https://gs-loc.apple.com/...,0,1
19,2,2,195.175.205.46.static.turktelekom.com.tr,2_A3,urls,src=192.168.151.4:60485,dst=17.248.172.198:443,mac=20:3C:AE:E3:37:D0,request:,UNKNOWN,https://p51-keyvalueservice.icloud.com/...,0,2
19,34,1,195.175.205.46.static.turktelekom.com.tr,2_A3,urls,src=192.168.151.4:60508,dst=17.248.172.202:443,mac=20:3C:AE:E3:37:D0,request:,UNKNOWN,https://p51-keyvalueservice.icloud.com/...,0,2
19,3,1,195.175.205.46.static.turktelekom.com.tr,2_A3,urls,src=192.168.151.4:60486,dst=157.240.234.60:443,mac=20:3C:AE:E3:37:D0,request:,UNKNOWN,https://media-sof1-2.cdn.whatsapp.net/...,0,1
19,4,1,195.175.205.46.static.turktelekom.com.tr,2_A3,urls,src=192.168.151.4:60487,dst=195.175.100.96:443,mac=20:3C:AE:E3:37:D0,request:,UNKNOWN,https://media.fadb3-2.fna.whatsapp.net/...,0,1
19,5,2,195.175.205.46.static.turktelekom.com.tr,2_A3,urls,src=192.168.151.4:49165,dst=17.57.146.23:5223,mac=20:3C:AE:E3:37:D0,request:,UNKNOWN,https://courier.push.apple.com/...,0,1
19,6,1,195.175.205.46.static.turktelekom.com.tr,2_A3,urls,src=192.168.151.4:60488,dst=17.248.172.240:443,mac=20:3C:AE:E3:37:D0,request:,UNKNOWN,https://setup.icloud.com/...,0,2
20,6,1,195.175.205.46.static.turktelekom.com.tr,2_A3,urls,src=192.168.151.4:60519,dst=17.248.173.79:443,mac=20:3C:AE:E3:37:D0,request:,UNKNOWN,https://setup.icloud.com/...,0,2
19,10,3,195.175.205.46.static.turktelekom.com.tr,2_A3,urls,src=192.168.151.4:60489,dst=2.17.229.185:443,mac=20:3C:AE:E3:37:D0,request:,UNKNOWN,https://cl2.apple.com/...,0,1
19,10,3,195.175.205.46.static.turktelekom.com.tr,2_A3,urls,src=192.168.151.4:60491,dst=2.17.228.213:443,mac=20:3C:AE:E3:37:D0,request:,UNKNOWN,https://gspe35-ssl.ls.apple.com/...,0,1
19,10,3,195.175.205.46.static.turktelekom.com.tr,2_A3,urls,src=192.168.151.4:60490,dst=17.253.73.207:443,mac=20:3C:AE:E3:37:D0,request:,UNKNOWN,https://gsp-ssl.ls.apple.com/...,0,1
19,11,4,195.175.205.46.static.turktelekom.com.tr,2_A3,urls,src=192.168.151.4:60493,dst=2.17.228.44:443,mac=20:3C:AE:E3:37:D0,request:,UNKNOWN,https://mesu.apple.com/...,0,1
19,11,4,195.175.205.46.static.turktelekom.com.tr,2_A3,urls,src=192.168.151.4:60492,dst=17.248.173.47:443,mac=20:3C:AE:E3:37:D0,request:,UNKNOWN,https://p51-fmip.icloud.com/...,0,7
20,12,1,195.175.205.46.static.turktelekom.com.tr,2_A3,urls,src=192.168.151.4:60520,dst=17.248.172.104:443,mac=20:3C:AE:E3:37:D0,request:,UNKNOWN,https://p51-fmip.icloud.com/...,0,7
22,13,3,195.175.205.46.static.turktelekom.com.tr,2_A3,urls,src=192.168.151.4:60528,dst=17.248.172.239:443,mac=20:3C:AE:E3:37:D0,request:,UNKNOWN,https://p51-fmip.icloud.com/...,0,7
23,14,1,195.175.205.46.static.turktelekom.com.tr,2_A3,urls,src=192.168.151.4:60534,dst=17.248.173.12:443,mac=20:3C:AE:E3:37:D0,request:,UNKNOWN,https://p51-fmip.icloud.com/...,0,7
26,14,1,195.175.205.46.static.turktelekom.com.tr,2_A3,urls,src=192.168.151.4:60543,dst=17.248.173.17:443,mac=20:3C:AE:E3:37:D0,request:,UNKNOWN,https://p51-fmip.icloud.com/...,0,7
27,14,14,195.175.205.46.static.turktelekom.com.tr,2_A3,urls,src=192.168.151.4:60546,dst=17.248.173.17:443,mac=20:3C:AE:E3:37:D0,request:,UNKNOWN,https://p51-fmip.icloud.com/...,0,7
28,15,6,195.175.205.46.static.turktelekom.com.tr,2_A3,urls,src=192.168.151.4:60549,dst=17.248.173.36:443,mac=20:3C:AE:E3:37:D0,request:,UNKNOWN,https://p51-fmip.icloud.com/...,0,7
19,13,1,195.175.205.46.static.turktelekom.com.tr,2_A3,urls,src=192.168.151.4:60494,dst=17.248.172.105:443,mac=20:3C:AE:E3:37:D0,request:,UNKNOWN,https://gateway.icloud.com/...,0,33
20,13,1,195.175.205.46.static.turktelekom.com.tr,2_A3,urls,src=192.168.151.4:60521,dst=17.248.172.112:443,mac=20:3C:AE:E3:37:D0,request:,UNKNOWN,https://gateway.icloud.com/...,0,33
20,15,1,195.175.205.46.static.turktelekom.com.tr,2_A3,urls,src=192.168.151.4:60522,dst=17.248.172.112:443,mac=20:3C:AE:E3:37:D0,request:,UNKNOWN,https://gateway.icloud.com/...,0,33
21,16,1,195.175.205.46.static.turktelekom.com.tr,2_A3,urls,src=192.168.151.4:60525,dst=17.248.172.174:443,mac=20:3C:AE:E3:37:D0,request:,UNKNOWN,https://gateway.icloud.com/...,0,33
21,18,1,195.175.205.46.static.turktelekom.com.tr,2_A3,urls,src=192.168.151.4:60526,dst=17.248.173.14:443,mac=20:3C:AE:E3:37:D0,request:,UNKNOWN,https://gateway.icloud.com/...,0,33
22,21,5,195.175.205.46.static.turktelekom.com.tr,2_A3,urls,src=192.168.151.4:60531,dst=17.248.173.37:443,mac=20:3C:AE:E3:37:D0,request:,UNKNOWN,https://gateway.icloud.com/...,0,33
23,21,1,195.175.205.46.static.turktelekom.com.tr,2_A3,urls,src=192.168.151.4:60535,dst=17.248.173.41:443,mac=20:3C:AE:E3:37:D0,request:,UNKNOWN,https://gateway.icloud.com/...,0,33
23,24,1,195.175.205.46.static.turktelekom.com.tr,2_A3,urls,src=192.168.151.4:60538,dst=17.248.172.168:443,mac=20:3C:AE:E3:37:D0,request:,UNKNOWN,https://gateway.icloud.com/...,0,33
24,24,3,195.175.205.46.static.turktelekom.com.tr,2_A3,urls,src=192.168.151.4:60540,dst=17.248.172.170:443,mac=20:3C:AE:E3:37:D0,request:,UNKNOWN,https://gateway.icloud.com/...,0,33
24,27,6,195.175.205.46.static.turktelekom.com.tr,2_A3,urls,src=192.168.151.4:60541,dst=17.248.172.107:443,mac=20:3C:AE:E3:37:D0,request:,UNKNOWN,https://gateway.icloud.com/...,0,33
25,29,1,195.175.205.46.static.turktelekom.com.tr,2_A3,urls,src=192.168.151.4:60542,dst=17.248.172.107:443,mac=20:3C:AE:E3:37:D0,request:,UNKNOWN,https://gateway.icloud.com/...,0,33
26,30,3,195.175.205.46.static.turktelekom.com.tr,2_A3,urls,src=192.168.151.4:60544,dst=17.248.172.136:443,mac=20:3C:AE:E3:37:D0,request:,UNKNOWN,https://gateway.icloud.com/...,0,33
26,33,1,195.175.205.46.static.turktelekom.com.tr,2_A3,urls,src=192.168.151.4:60545,dst=17.248.172.164:443,mac=20:3C:AE:E3:37:D0,request:,UNKNOWN,https://gateway.icloud.com/...,0,33
27,33,8,195.175.205.46.static.turktelekom.com.tr,2_A3,urls,src=192.168.151.4:60547,dst=17.248.172.164:443,mac=20:3C:AE:E3:37:D0,request:,UNKNOWN,https://gateway.icloud.com/...,0,33
27,36,1,195.175.205.46.static.turktelekom.com.tr,2_A3,urls,src=192.168.151.4:60548,dst=17.248.172.208:443,mac=20:3C:AE:E3:37:D0,request:,UNKNOWN,https://gateway.icloud.com/...,0,33
28,38,1,195.175.205.46.static.turktelekom.com.tr,2_A3,urls,src=192.168.151.4:60550,dst=17.248.172.208:443,mac=20:3C:AE:E3:37:D0,request:,UNKNOWN,https://gateway.icloud.com/...,0,33
29,38,1,195.175.205.46.static.turktelekom.com.tr,2_A3,urls,src=192.168.151.4:60551,dst=17.248.173.6:443,mac=20:3C:AE:E3:37:D0,request:,UNKNOWN,https://gateway.icloud.com/...,0,33
29,41,1,195.175.205.46.static.turktelekom.com.tr,2_A3,urls,src=192.168.151.4:60552,dst=17.248.173.72:443,mac=20:3C:AE:E3:37:D0,request:,UNKNOWN,https://gateway.icloud.com/...,0,33
30,41,1,195.175.205.46.static.turktelekom.com.tr,2_A3,urls,src=192.168.151.4:60553,dst=17.248.173.72:443,mac=20:3C:AE:E3:37:D0,request:,UNKNOWN,https://gateway.icloud.com/...,0,33
30,44,1,195.175.205.46.static.turktelekom.com.tr,2_A3,urls,src=192.168.151.4:60554,dst=17.248.172.113:443,mac=20:3C:AE:E3:37:D0,request:,UNKNOWN,https://gateway.icloud.com/...,0,33
31,46,1,195.175.205.46.static.turktelekom.com.tr,2_A3,urls,src=192.168.151.4:60555,dst=17.248.172.140:443,mac=20:3C:AE:E3:37:D0,request:,UNKNOWN,https://gateway.icloud.com/...,0,33
32,46,1,195.175.205.46.static.turktelekom.com.tr,2_A3,urls,src=192.168.151.4:60556,dst=17.248.172.196:443,mac=20:3C:AE:E3:37:D0,request:,UNKNOWN,https://gateway.icloud.com/...,0,33
32,49,2,195.175.205.46.static.turktelekom.com.tr,2_A3,urls,src=192.168.151.4:60557,dst=17.248.173.73:443,mac=20:3C:AE:E3:37:D0,request:,UNKNOWN,https://gateway.icloud.com/...,0,33
33,49,2,195.175.205.46.static.turktelekom.com.tr,2_A3,urls,src=192.168.151.4:60558,dst=17.248.172.136:443,mac=20:3C:AE:E3:37:D0,request:,UNKNOWN,https://gateway.icloud.com/...,0,33
