iter	Logloss
0	0.6150717006
1	0.5448892278
2	0.4840607143
3	0.4263766752
4	0.3834849132
5	0.3386679602
6	0.2982532193
7	0.269234684
8	0.2423993127
9	0.2140671369
10	0.1900770605
11	0.1701670427
12	0.1520446168
13	0.135163119
14	0.1205753924
15	0.1072858431
16	0.09649201604
17	0.08831047429
18	0.08110669508
19	0.07407581636
20	0.06647268789
21	0.06060628576
22	0.05483428656
23	0.04964170904
24	0.04530796596
25	0.04119327292
26	0.0373905602
27	0.03444504685
28	0.03144317363
29	0.02865643957
30	0.02618988085
31	0.02397687076
32	0.02209329272
33	0.02022142997
34	0.01862579729
35	0.01721396854
36	0.01585907835
37	0.01474327509
38	0.01362212082
39	0.01270181629
40	0.01181197836
41	0.01098726075
42	0.01021099361
43	0.009519965254
44	0.008872940427
45	0.008308940829
46	0.007776995582
47	0.007279769901
48	0.00682765778
49	0.006412363472
50	0.006041791416
51	0.005717388884
52	0.00539641893
53	0.005101992145
54	0.004847165691
55	0.004586681187
56	0.004345113894
57	0.004202317317
58	0.004007946742
59	0.003826188086
60	0.003638911648
61	0.003465179047
62	0.003309726584
63	0.003172154576
64	0.003054890631
65	0.002932681205
66	0.002804536509
67	0.002695747135
68	0.002659686719
69	0.00258863751
70	0.002486483862
71	0.002397335375
72	0.002381245419
73	0.002297843059
74	0.002213125065
75	0.002127795042
76	0.002047343584
77	0.002017098756
78	0.001944445615
79	0.001926021834
80	0.001911615622
81	0.001900942738
82	0.001838044623
83	0.001761562667
84	0.001736931685
85	0.001729119344
86	0.001654212765
87	0.001605218808
88	0.001586593243
89	0.001545630524
90	0.001498489394
91	0.001463069665
92	0.001404076242
93	0.001357366196
94	0.001323112951
95	0.001318105694
96	0.001304521465
97	0.001260331709
98	0.001256967562
99	0.001223260483
100	0.001177995661
101	0.001171052534
102	0.001140805102
103	0.001129237893
104	0.001103456435
105	0.001083538548
106	0.001056873521
107	0.001051529201
108	0.001046172612
109	0.0010351281
110	0.001019920577
111	0.001016529583
112	0.001002659213
113	0.0009983399635
114	0.0009770990767
115	0.00096567929
116	0.0009612235113
117	0.0009485307863
118	0.0009286716116
119	0.0009250379603
120	0.0008989090836
121	0.0008916000723
122	0.000882713437
123	0.0008746396681
124	0.000874638112
125	0.0008708530672
126	0.0008510748895
127	0.0008318108556
128	0.0008262467992
129	0.0008190951884
130	0.0008102957922
131	0.0007977828901
132	0.00077730626
133	0.0007743979227
134	0.0007699905414
135	0.0007648542416
136	0.0007478164884
137	0.0007417760207
138	0.0007372378662
139	0.0007304519741
140	0.000727122922
141	0.0007190912055
142	0.0007190906515
143	0.0007146591599
144	0.0006994736987
145	0.0006829170131
146	0.0006742657076
147	0.0006645337388
148	0.0006612509128
149	0.0006552241294
150	0.0006552232569
151	0.0006451056334
152	0.0006451043483
153	0.000635828645
154	0.0006308838541
155	0.0006200689129
156	0.0006132399487
157	0.0006095713763
158	0.0006061085482
159	0.0005922917566
160	0.0005922887986
161	0.0005922887986
162	0.0005874124709
163	0.0005844994461
164	0.0005805622233
165	0.000573179775
166	0.000569069895
167	0.0005664544984
168	0.0005617951167
169	0.0005593737524
170	0.0005593728948
171	0.0005554487704
172	0.0005464448938
173	0.0005464448938
174	0.0005417331903
175	0.0005417305675
176	0.0005390758114
177	0.0005281400554
178	0.0005281400554
179	0.0005281371326
180	0.0005281371326
181	0.000524618731
182	0.0005246141135
183	0.0005224083626
184	0.0005223729709
185	0.0005188683715
186	0.0005188632937
187	0.0005155743259
188	0.0005155729689
189	0.0005155729689
190	0.0005155693734
191	0.0005138857133
192	0.0005097346853
193	0.0005068830154
194	0.0005037424575
195	0.0005037370165
196	0.0005006832948
197	0.0004909989151
198	0.0004797067187
199	0.0004724247594
200	0.0004723959949
201	0.0004689827199
202	0.0004689803223
203	0.0004645008101
204	0.0004645008101
205	0.000464497596
206	0.0004629896121
207	0.000452783667
208	0.0004527785146
209	0.0004527774217
210	0.0004527774217
211	0.0004472536691
212	0.0004472476471
213	0.0004472470567
214	0.0004472466167
215	0.0004457057347
216	0.0004403129089
217	0.0004386475745
218	0.0004386464429
219	0.0004386457173
220	0.0004339522921
221	0.0004339508624
222	0.0004339475721
223	0.0004339475721
224	0.0004339403085
225	0.0004304231054
226	0.0004304223099
227	0.0004304223099
228	0.00043042136
229	0.0004304199142
230	0.0004303824853
231	0.0004303425066
232	0.0004303388861
233	0.0004303380489
234	0.0004303371452
235	0.0004292369577
236	0.0004292355294
237	0.0004229639458
238	0.0004196141897
239	0.0004196136701
240	0.0004196064883
241	0.000417693304
242	0.0004176905884
243	0.0004176884573
244	0.000416907253
245	0.0004169053619
246	0.0004126458766
247	0.0004078310382
248	0.0004078281007
249	0.0004078250141
250	0.0004078200071
251	0.0004037304399
252	0.0004037299189
253	0.00040372801
254	0.0004037272859
255	0.0004037227207
256	0.0004037227207
257	0.0004037218139
258	0.0004037192268
259	0.0003984564444
260	0.0003984503601
261	0.0003984483151
262	0.0003984480745
263	0.0003984458092
264	0.0003984455456
265	0.0003984185068
266	0.0003973537577
267	0.000397351083
268	0.0003973482294
269	0.0003920257188
270	0.0003907237117
271	0.000390720711
272	0.0003897608801
273	0.0003896832257
274	0.0003896820335
275	0.0003896820335
276	0.0003885283601
277	0.0003885236461
278	0.0003885189556
279	0.0003874367473
280	0.0003874326354
281	0.0003874124193
282	0.0003874124193
283	0.0003874124193
284	0.0003874080906
285	0.0003874080906
286	0.0003874070923
287	0.0003874007783
288	0.0003873997018
289	0.0003863639331
290	0.0003863639331
291	0.0003854190338
292	0.0003854144532
293	0.0003854082226
294	0.0003854001174
295	0.0003853983226
296	0.0003853975018
297	0.000385396076
298	0.0003853957734
299	0.0003813044669
300	0.0003813033236
301	0.0003813001389
302	0.0003802727409
303	0.000374078183
304	0.000374078183
305	0.0003740777956
306	0.0003740730803
307	0.0003740644007
308	0.0003740633548
309	0.0003740626983
310	0.0003740580278
311	0.0003689843498
312	0.0003689807146
313	0.0003689770205
314	0.0003689765365
315	0.0003680576938
316	0.0003672007039
317	0.0003671988074
318	0.0003671964073
319	0.0003671911591
320	0.0003671911591
321	0.0003671911591
322	0.0003671881515
323	0.0003671874879
324	0.0003671855038
325	0.0003671834238
326	0.0003671827406
327	0.0003671827406
328	0.0003671822139
329	0.0003671810555
330	0.0003671810555
331	0.0003671800896
332	0.0003671795629
333	0.0003671739466
334	0.0003671739466
335	0.0003613673252
336	0.0003613624566
337	0.0003568077239
338	0.0003522344791
339	0.0003522308788
340	0.0003522296029
341	0.0003522291979
342	0.0003522290628
343	0.0003522280952
344	0.0003522265736
345	0.0003522235077
346	0.0003522222489
347	0.0003522184259
348	0.0003522160199
349	0.0003511776314
350	0.0003511776314
351	0.0003511769128
352	0.0003511761158
353	0.0003447394873
354	0.0003447349691
355	0.0003447339271
356	0.0003411324849
357	0.0003360549647
358	0.0003360537359
359	0.0003350833703
360	0.0003350808717
361	0.0003350333415
362	0.0003350329813
363	0.000335032719
364	0.0003350310022
365	0.0003350292854
366	0.0003350275686
367	0.0003350275686
368	0.0003350272124
369	0.0003350254957
370	0.0003350227511
371	0.0003350210346
372	0.0003350174662
373	0.0003350135944
374	0.0003350118867
375	0.0003350061261
376	0.0003350044187
377	0.0003290861869
378	0.0003290847581
379	0.0003233617711
380	0.0003196480143
381	0.0003196417447
382	0.0003189360732
383	0.000314449235
384	0.0003144477158
385	0.0003144468083
386	0.0003144445895
387	0.0003144445895
388	0.0003144430703
389	0.0003110321082
390	0.0003110314592
391	0.0003110314592
392	0.0003110309186
393	0.0003110309186
394	0.000311027955
395	0.0003077560347
396	0.0003077552819
397	0.0003077529747
398	0.0003077500619
399	0.0003077475287
400	0.0003027733618
401	0.0003027705511
402	0.0003027677405
403	0.0003027660541
404	0.0003027632437
405	0.0003027605462
406	0.0003027577362
407	0.0003027574237
408	0.0003027546139
409	0.0003027518043
410	0.0003027489948
411	0.0003027466173
412	0.0003027439207
413	0.000298513813
414	0.000298513813
415	0.0002985133173
416	0.0002984856035
417	0.0002984825848
418	0.0002984825848
419	0.0002983439059
420	0.0002943899026
421	0.0002943876007
422	0.0002943876007
423	0.0002905513635
424	0.0002862265537
425	0.0002862255386
426	0.0002862242833
427	0.0002862242833
428	0.0002861986155
429	0.0002861952951
430	0.000286192049
431	0.000282571595
432	0.0002825698495
433	0.0002825692379
434	0.0002825686263
435	0.0002825662886
436	0.0002825642644
437	0.0002825638196
438	0.0002825617955
439	0.0002825597714
440	0.0002825589779
441	0.0002825561052
442	0.0002825515492
443	0.0002825431815
444	0.0002825431815
445	0.0002825427368
446	0.0002825414909
447	0.0002825408848
448	0.0002825404401
449	0.0002825385363
450	0.0002825349192
451	0.0002825328212
452	0.0002825323765
453	0.0002825276519
454	0.0002825270407
455	0.0002783818135
456	0.0002783818135
457	0.0002783818135
458	0.0002783813029
459	0.0002783813029
460	0.0002783813029
461	0.0002783813029
462	0.0002783813029
463	0.0002783813029
464	0.0002783813029
465	0.0002783813029
